sma,intens,int_err,pix_var,rms,ell,ell_err,pa,pa_err,x0,x0_err,y0,y0_err,grad,grad_err,grad_r_err,rsma,mag,mag_lerr,mag_uerr,tflux_e,tflux_c,tmag_e,tmag_c,npix_e,npix_c,a3,a3_err,b3,b3_err,a4,a4_err,b4,b4_err,ndata,nflag,niter,stop,a_big,sarea,pa_norm,sbp_ori,sbp_sub,sbp,intens_sub,intens_bkg,sbp_err,sbp_low,sbp_upp,sma_asec,rsma_asec,growth_ori,growth_sub,avg_x0,avg_y0,avg_q,avg_pa,avg_bkg,intens_cor,sbp_cor,growth_cor,rad_outer,mag_tot,mag_tot_ori,mag_tot_sub
8.05255,0.0002343669,5.083716e-06,5.032622e-05,3.558601e-05,0.05,nan,0.0,nan,22.0,nan,21.0,nan,-0.0131072,nan,nan,1.684548,9.075259,0.02381024,0.0232991,0.9549873,0.956103,0.05000602,0.04873827,191.0,197.0,0.0001226004,0.0001178898,-9.823693e-05,0.0001025105,8.736583e-05,9.284774e-05,0.0001322881,0.0001224046,49,0,1.0,4.0,nan,2.0,0.0,-inf,-inf,-inf,0.0002343669,0.0,nan,-inf,nan,47.931845238095235,2.631213187254709,0.8112435038880514,0.8112435038880514,22.0,21.000000000000004,0.95,0.0,0.0,0.0002343669,-inf,0.8112435038880514,14.97781120328335,0.1799244053719025,0.1799244053719025,0.1799244053719025
8.857805,0.0001760332,4.324168e-06,4.493808e-05,3.177602e-05,0.05,nan,0.0,nan,22.0,nan,21.0,nan,-0.01048576,nan,nan,1.725169,9.386014,0.02700343,0.02634853,0.9631785,0.9646205,0.04073303,0.03910881,233.0,241.0,8.70498e-05,9.340361e-05,-0.000154229,0.0001383199,-5.183647e-05,7.32636e-05,9.461896e-05,9.700684e-05,54,0,1.0,4.0,nan,2.0,0.0,-inf,-inf,-inf,0.0001760332,0.0,nan,-inf,nan,52.72502976190476,2.694661443967061,0.8183975908805181,0.8183975908805181,22.0,21.000000000000004,0.95,0.0,0.0,0.0001760332,-inf,0.8183975908805181,14.97781120328335,0.1799244053719025,0.1799244053719025,0.1799244053719025
9.743586,0.0001348725,3.41962e-06,3.746006e-05,2.648827e-05,0.05,nan,0.0,nan,22.0,nan,21.0,nan,-0.00838861,nan,nan,1.766769,9.675191,0.02788371,0.02718473,0.9713964,0.9723923,0.03150873,0.03039627,285.0,293.0,-5.501545e-05,7.414546e-05,4.177485e-05,6.809446e-05,0.000112983,0.0001072357,-1.975197e-05,5.950908e-05,60,0,1.0,4.0,nan,2.0,0.0,-inf,-inf,-inf,0.0001348725,0.0,nan,-inf,nan,57.99753571428571,2.7596397076180117,0.8250299596829019,0.8250299596829019,22.0,21.000000000000004,0.95,0.0,0.0,0.0001348725,-inf,0.8250299596829019,14.97781120328335,0.1799244053719025,0.1799244053719025,0.1799244053719025
10.71794,9.257394e-05,3.791066e-06,4.32248e-05,3.056455e-05,0.05,nan,0.0,nan,22.0,nan,21.0,nan,-0.006710888,nan,nan,1.809372,10.08378,0.04539856,0.0435768,0.9781641,0.9792274,0.02397066,0.02279108,345.0,357.0,0.0001392564,0.0001293908,0.000266312,0.0002226355,8.648891e-05,9.397095e-05,-6.523362e-05,8.247556e-05,65,1,1.0,4.0,nan,2.0,0.0,-inf,-inf,-inf,9.257394e-05,0.0,nan,-inf,nan,63.797261904761896,2.8261844982722724,0.830538252489299,0.830538252489299,22.0,21.000000000000004,0.95,0.0,0.0,9.257394e-05,-inf,0.830538252489299,14.97781120328335,0.1799244053719025,0.1799244053719025,0.1799244053719025
11.78974,6.933875e-05,3.519069e-06,4.193455e-05,2.965221e-05,0.05,nan,0.0,nan,22.0,nan,21.0,nan,-0.00536871,nan,nan,1.853003,10.39756,0.05655046,0.05375049,0.9840946,0.9849173,0.01740792,0.01650054,421.0,437.0,0.0001322814,0.000128745,0.0002095563,0.00018347,9.41001e-05,0.000102,0.0002059823,0.0001783862,71,1,1.0,4.0,nan,2.0,0.0,-inf,-inf,-inf,6.933875e-05,0.0,nan,-inf,nan,70.1770238095238,2.8943346008030337,0.8355304754209002,0.8355304754209002,22.0,21.000000000000004,0.95,0.0,0.0,6.933875e-05,-inf,0.8355304754209002,14.97781120328335,0.1799244053719025,0.1799244053719025,0.1799244053719025
12.96871,4.357117e-05,2.933941e-06,3.664491e-05,2.591187e-05,0.05,nan,0.0,nan,22.0,nan,21.0,nan,-0.004294969,nan,nan,1.897685,10.902,0.07568759,0.070754,0.9883457,0.9893917,0.01272776,0.01157929,493.0,517.0,-1.550328e-05,7.598044e-05,8.364276e-05,0.000100303,0.0001460278,0.0001374943,4.169313e-06,7.336755e-05,78,1,1.0,4.0,nan,2.0,0.0,-inf,-inf,-inf,4.357117e-05,0.0,nan,-inf,nan,77.19470238095236,2.964127456913246,0.8393262368333493,0.8393262368333493,22.0,21.000000000000004,0.95,0.0,0.0,4.357117e-05,-inf,0.8393262368333493,14.97781120328335,0.1799244053719025,0.1799244053719025,0.1799244053719025
14.26558,2.960835e-05,3.036097e-06,3.981804e-05,2.815561e-05,0.05,nan,0.0,nan,22.0,nan,21.0,nan,-0.003435975,nan,nan,1.943446,11.32146,0.1174646,0.1059878,0.9925175,0.9933553,0.008154534,0.00723843,611.0,641.0,2.826852e-05,9.030622e-05,8.4783e-05,0.0001117435,6.826072e-05,0.0001022968,0.0001433477,0.0001434683,86,1,1.0,4.0,nan,2.0,0.0,-inf,-inf,-inf,2.960835e-05,0.0,nan,-inf,nan,84.91416666666666,3.0356034516178827,0.8424472829478448,0.8424472829478448,22.0,21.000000000000004,0.95,0.0,0.0,2.960835e-05,-inf,0.8424472829478448,14.97781120328335,0.1799244053719025,0.1799244053719025,0.1799244053719025
15.69214,2.29804e-05,2.465623e-06,3.416467e-05,2.415807e-05,0.05,nan,0.0,nan,22.0,nan,21.0,nan,-0.00274878,nan,nan,1.990309,11.59661,0.1232265,0.1106563,0.9953327,0.9965037,0.005079365,0.003802699,731.0,777.0,-0.0001059061,0.0001159266,0.0001638848,0.0001531695,2.113134e-05,7.793072e-05,0.0002089023,0.0001836501,96,0,1.0,4.0,nan,2.0,0.0,-inf,-inf,-inf,2.29804e-05,0.0,nan,-inf,nan,93.40559523809523,3.10880314848993,0.8453783777247871,0.8453783777247871,22.0,21.000000000000004,0.95,0.0,0.0,2.29804e-05,-inf,0.8453783777247871,14.97781120328335,0.1799244053719025,0.1799244053719025,0.1799244053719025
17.26136,1.236305e-05,2.139835e-06,3.100916e-05,2.192679e-05,0.05,nan,0.0,nan,22.0,nan,21.0,nan,-0.002199024,nan,nan,2.038303,12.26969,0.206345,0.1733225,0.9980907,0.9988512,0.00207493,0.001247968,887.0,941.0,3.25356e-05,8.382419e-05,-9.01567e-05,0.0001078683,1.951352e-05,8.110306e-05,-3.395789e-05,8.459634e-05,105,0,1.0,4.0,nan,2.0,0.0,-inf,-inf,-inf,1.236305e-05,0.0,nan,-inf,nan,102.74619047619046,3.1837681377046003,0.8472864045939498,0.8472864045939498,22.0,21.000000000000004,0.95,0.0,0.0,1.236305e-05,-inf,0.8472864045939498,14.97781120328335,0.1799244053719025,0.1799244053719025,0.1799244053719025
18.98749,4.339192e-06,1.409728e-06,2.100448e-05,1.485241e-05,0.05,nan,0.0,nan,22.0,nan,21.0,nan,-0.001759219,nan,nan,2.087454,13.40648,0.4265516,0.3054437,0.9997075,0.9999941,0.0003176026,6.406796e-06,1073.0,1125.0,2.99956e-05,6.235727e-05,-2.919964e-05,6.41743e-05,9.526036e-05,9.430992e-05,0.0001759775,0.0001511623,111,5,1.0,4.0,nan,2.0,0.0,-inf,-inf,-inf,4.339192e-06,0.0,nan,-inf,nan,113.0207738095238,3.2605402751135317,0.8480967125047852,0.8480967125047852,22.0,21.000000000000004,0.95,0.0,0.0,4.339192e-06,-inf,0.8480967125047852,14.97781120328335,0.1799244053719025,0.1799244053719025,0.1799244053719025
